1	573	61	0	0	0	0	0.102600000799	0.102600000799	104.606002569	0.00707087993622	0.025	0.127543527098	0.00827794415806
2	589	127	0	0	0	0	0.102600000799	0.102600000799	45.0499989092	0.00345616006851	0.025	0.127543527098	0.00827794415806
3	389	67	0	0	0	0	0.103500001132	0.103500001132	44.9694991112	0.0481417007446	0.025	0.128213636171	0.00834691196949
4	417	109	0	0	0	0	0.1053000018	0.1053000018	45.0472012162	0.0433996009827	0.025	0.129546901948	0.00848475792402
5	437	115	0	0	0	0	0.1053000018	0.1053000018	177.922993898	0.028188999176	0.025	0.129546901948	0.00848475792402
6	449	91	0	0	0	0	0.106200002134	0.106200002134	75.080499053	0.0325928993225	0.025	0.130210114146	0.008553636605
7	574	61	0	0	0	0	0.111599996686	0.111599996686	45.0502000749	0.00489728021622	0.025	0.134143154005	0.00896630419903
8	244	75	0	0	0	0	0.115199998021	0.115199998021	94.5561006665	0.0617249984741	0.025	0.136722971078	0.00924085901675
9	383	59	0	0	0	0	0.115199998021	0.115199998021	131.003007293	0.0468526000977	0.025	0.136722971078	0.00924085901675
10	531	89	0	0	0	0	0.115199998021	0.115199998021	118.101999164	0.00383687996864	0.025	0.136722971078	0.00924085901675
11	349	55	0	0	0	0	0.116099998355	0.116099998355	188.301995397	0.0491164016724	0.025	0.137362862497	0.00930943018494
12	555	84	0	0	0	0	0.11969999969	0.11969999969	230.562999845	0.00853907012939	0.025	0.139902828156	0.00958345125586
13	269	83	0	0	0	0	0.121500000358	0.121500000358	134.644001722	0.0497803993225	0.025	0.141161339849	0.00972030655369
14	521	77	0	0	0	0	0.122400000691	0.122400000691	62.7646967769	0.0207856006622	0.025	0.141787797553	0.00978869610173
15	282	87	0	0	0	0	0.123300001025	0.123300001025	247.014001012	0.0350369987488	0.025	0.142412415421	0.00985706051093
16	254	73	0	0	0	0	0.124200001359	0.124200001359	62.7679005265	0.0281378002167	0.025	0.143035212227	0.00992539997394
17	293	76	0	0	0	0	0.12690000236	0.12690000236	158.767998219	0.0477574005127	0.025	0.14489285917	0.0101302705696
18	324	97	0	0	0	0	0.127800002694	0.127800002694	167.551994324	0.0492635993958	0.025	0.145508553067	0.0101985121179
