1	573	490.4116316	0.070708799	0.8	0.340000004	8.890000343	0.433999985	0.258949995	125	0.349230995	0.490411632	0.39473684211
2	589	1138.734776	0.034561601	0.8	0.340000004	8.890000343	0.433999985	0.258949995	125	0.335	1.138734776	0.64035087719
3	389	1150.780008	0.481417007	0.8	0.340000004	8.890000343	0.433999985	0.258949995	125	0.02	1.150780008	0.37391304348
4	417	1168.774074	0.43399601	0.8	0.340000004	8.890000343	0.433999985	0.258949995	125	0.0292857	1.168774074	0.34188034188
5	437	295.91454	0.281889992	0.8	0.340000004	8.890000343	0.433999985	0.258949995	125	0.044000001	0.29591454	0.40170940171
6	449	707.2409179	0.325928993	0.8	0.340000004	8.890000343	0.433999985	0.258949995	125	0.050625	0.707240918	0.28813559322
7	574	1238.618214	0.048972802	0.8	0.340000004	8.890000343	0.433999985	0.258949995	125	0.34	1.238618214	0.55645161290
8	244	609.1621652	0.617249985	0.8	0.340000004	8.890000343	0.433999985	0.258949995	125	0.01	0.609162165	0.82812500000
9	383	439.6845553	0.468526001	0.8	0.340000004	8.890000343	0.433999985	0.258949995	125	0.02	0.439684555	0.33593750000
10	531	487.714005	0.0383688	0.8	0.340000004	8.890000343	0.433999985	0.258949995	125	0.227646999	0.487714005	0.39843750000
11	349	308.281381	0.491164017	0.8	0.340000004	8.890000343	0.433999985	0.258949995	125	0.002	0.308281381	0.38759689923
12	555	259.5819793	0.085390701	0.8	0.340000004	8.890000343	0.433999985	0.258949995	125	0.277367992	0.259581979	0.54887218045
13	269	451.1897998	0.497803993	0.8	0.340000004	8.890000343	0.433999985	0.258949995	125	0.03	0.4511898	0.67407407407
14	521	975.0704375	0.207856007	0.8	0.340000004	8.890000343	0.433999985	0.258949995	125	0.14	0.975070437	0.40441176471
15	282	249.5809965	0.350369987	0.8	0.340000004	8.890000343	0.433999985	0.258949995	125	0.01	0.249580996	0.32846715329
16	254	989.3592132	0.281378002	0.8	0.340000004	8.890000343	0.433999985	0.258949995	125	0.03	0.989359213	0.86956521739
17	293	399.6397378	0.477574005	0.8	0.340000004	8.890000343	0.433999985	0.258949995	125	0.03	0.399639738	0.85106382979
