3.6	2.5	2	1.6	4.6
3.3	2.3	1.7	1.4	3.6
3.3	2.1	1.4	1.1	3.3
3.1	1.9	1.3	1.1	3.2
2.9	1.7	1.2	1.1	2.9
2.6	1.7	0.98	1.1	2.8
2.3	1.6	0.87	1.1	2.7
2.2	1.6	0.73	1.1	2.5
2.2	1.4	0.65	1.1	2.4
2.1	1.4	0.61	1.1	2.2
2	1.4	0.48	1.1	2.1
1.8	1.3	0.44	1	2
1.8	1.3	0.4	0.93	1.9
1.8	1.2	0.35	0.93	1.7
1.6	1.2	0.27	0.93	1.6
1.6	1.2	0.49	0.93	2.1
1.7	1.5	1.2	0.93	1.9
1.5	1.1	0.28	0.93	1.6
1.4	1.1	0.26	0.93	1.4
1.5	1	0.23	0.93	1.4
1.4	1	0.16	0.88	1.7
1.3	1	0.12	0.8	1.5
1.2	1	0.08	0.8	1.2
1.2	1	0.04	0.8	1.2
1.1	0.93	0.02	0.8	1.1
1.1	0.87	0.01	0.8	1
1.1	0.81	0	0.8	0.94
1.1	0.87	0	0.8	0.94
1	0.81	0	0.73	0.94
0.98	0.81	0	0.69	0.93
0.97	0.81	0	0.69	0.84
0.83	0.93	0.23	0.69	0.8
0.83	1	0.48	0.69	1.2
0.87	0.93	0.1	0.69	0.94
0.78	0.87	0.02	0.69	0.86
0.73	0.87	0	0.69	0.72
0.76	0.87	0	0.66	0.62
0.75	0.81	0	0.59	0.63
0.69	0.81	0	0.88	0.63
1.3	0.81	0	0.52	0.63
1.3	0.75	0	0.51	0.57
0.73	0.7	0	0.51	0.52
0.78	0.7	0	0.51	0.52
0.77	0.7	0	0.51	0.51
0.71	0.7	0	0.45	0.48
0.66	0.7	0	0.43	0.42
0.71	0.65	0	0.43	0.42
0.71	0.55	0	0.45	0.41
0.71	0.6	0	0.55	0.39
0.68	0.6	0	0.63	0.39
0.65	0.55	0	0.55	0.36
0.63	0.55	0	0.45	0.31
0.63	0.55	0	0.43	0.24
0.62	0.55	0	0.43	0.21
0.61	0.47	0	0.39	0.25
0.83	0.47	0	0.3	0.22
0.93	0.43	0	0.3	0.27
0.92	0.43	0	0.3	0.22
0.9	0.43	0	0.3	0.13
0.92	0.43	0	0.28	0.12
0.88	0.43	0	0.25	0.35
0.91	0.47	0	0.25	0.21
0.88	0.47	0	0.25	0.19
0.84	0.47	0	0.27	0.21
1.8	0.47	0	0.29	0.14
2.1	0.47	0	0.25	0.27
0.3	0.43	0	0.25	0.24
0.27	0.43	0	0.27	0.09
0.39	0.43	0	0.3	0.13
0.25	0.4	0	0.29	0.13
0.2	0.36	0	0.2	0.11
0.22	0.36	0	0.21	0.1
0.24	0.4	0.83	0.95	1.9
1.3	1.8	4	2.3	20
0.42	0.65	0.1	0.36	0.76
0.38	0.51	0	0.33	0.58
0.32	0.51	0	0.36	0.4
0.22	0.47	0	0.35	0.32
0.22	0.47	0	0.35	0.34
0.15	0.43	0	0.31	0.23
0.1	0.43	0	0.2	0.25
0.08	0.33	0	0.18	0.21
0.03	0.33	0	0.1	0.16
0.02	0.3	0	0.15	0.13
0.06	0.3	0	0.24	0.15
0.1	0.33	0	0.25	0.16
0.1	0.36	0	0.16	0.11
0	7.4	5.6	0.06	0.1
0	7.8	9.1	0.11	0.12
0	1.4	0.83	0.02	0.08
0	0.43	0.21	0.02	0.05
0	0.3	0.08	0.03	0.04
0.02	0.28	0	0.06	0.06
0.13	0.28	0	0.08	0.07
0.16	0.28	0	0.16	0.09
0.14	1.4	0.29	0.16	0.11
0.11	0.54	0.38	0.24	0.18
0.01	0.3	0.08	0.03	0.12
0	0.3	0	0	0.07
0	0.28	0	0.01	0.59
0	0.23	0	0	0.12
