0.336	0.177	0.233	0.176	0.616
0.315	0.169	0.223	0.167	0.586
0.295	0.16	0.212	0.158	0.559
0.283	0.154	0.204	0.144	0.531
0.27	0.148	0.197	0.137	0.507
0.259	0.142	0.189	0.133	0.488
0.253	0.135	0.181	0.129	0.471
0.248	0.131	0.175	0.125	0.458
0.243	0.129	0.172	0.123	0.445
0.24	0.127	0.169	0.119	0.427
0.236	0.125	0.166	0.117	0.415
0.233	0.123	0.163	0.115	0.408
0.229	0.121	0.16	0.113	0.402
0.226	0.117	0.156	0.11	0.395
0.225	0.115	0.153	0.109	0.389
0.222	0.112	0.149	0.108	0.384
0.22	0.112	0.148	0.107	0.38
0.218	0.164	0.204	0.172	0.547
0.215	0.172	0.218	0.204	0.665
0.213	0.165	0.209	0.195	0.641
0.212	0.157	0.201	0.188	0.617
0.211	0.147	0.186	0.181	0.596
0.209	0.135	0.172	0.175	0.575
0.207	0.123	0.159	0.167	0.554
0.205	0.116	0.151	0.16	0.536
0.204	0.114	0.148	0.155	0.522
0.203	0.108	0.142	0.15	0.508
0.201	0.105	0.138	0.144	0.491
0.2	0.104	0.137	0.137	0.471
0.198	0.104	0.135	0.132	0.458
0.197	0.103	0.134	0.128	0.441
0.196	0.103	0.133	0.123	0.427
0.195	0.102	0.132	0.111	0.408
0.194	0.102	0.132	0.108	0.394
0.194	0.101	0.131	0.105	0.385
0.193	0.101	0.13	0.104	0.379
0.255	0.176	0.213	0.146	0.476
0.249	0.206	0.252	0.15	0.506
0.217	0.199	0.244	0.141	0.487
0.194	0.193	0.236	0.131	0.462
0.191	0.186	0.229	0.118	0.425
0.189	0.18	0.222	0.105	0.397
0.188	0.175	0.216	0.102	0.386
0.187	0.167	0.207	0.1	0.37
0.186	0.158	0.197	0.099	0.361
0.186	0.15	0.187	0.098	0.354
0.185	0.138	0.174	0.097	0.35
0.184	0.133	0.167	0.095	0.342
0.183	0.126	0.161	0.094	0.335
0.183	0.119	0.154	0.093	0.333
0.182	0.111	0.145	0.093	0.33
0.181	0.107	0.14	0.091	0.325
0.181	0.106	0.139	0.09	0.321
0.18	0.105	0.138	0.09	0.317
0.179	0.104	0.137	0.09	0.315
0.179	0.104	0.136	0.089	0.313
0.178	0.102	0.134	0.089	0.311
0.177	0.098	0.13	0.089	0.309
0.177	0.097	0.128	0.088	0.307
0.176	0.094	0.124	0.088	0.306
0.175	0.093	0.121	0.088	0.304
0.175	0.092	0.12	0.087	0.302
0.174	0.092	0.119	0.087	0.3
0.174	0.091	0.118	0.086	0.299
0.173	0.091	0.117	0.086	0.297
0.172	0.09	0.117	0.086	0.296
0.172	0.09	0.116	0.086	0.295
0.171	0.09	0.116	0.085	0.294
0.17	0.089	0.116	0.085	0.293
0.17	0.089	0.115	0.085	0.292
0.169	0.088	0.114	0.084	0.29
0.188	0.088	0.117	0.084	0.305
0.183	0.088	0.118	0.083	0.306
0.173	0.087	0.117	0.083	0.303
0.168	0.087	0.117	0.083	0.3
0.167	0.087	0.116	0.083	0.297
0.166	0.086	0.115	0.082	0.293
0.165	0.086	0.115	0.082	0.29
0.164	0.086	0.114	0.082	0.289
0.164	0.085	0.114	0.081	0.286
0.163	0.085	0.113	0.081	0.284
0.162	0.084	0.113	0.081	0.282
0.162	0.084	0.112	0.081	0.281
0.161	0.084	0.112	0.08	0.28
0.161	0.084	0.111	0.08	0.278
0.16	0.083	0.111	0.08	0.278
0.159	0.083	0.111	0.08	0.277
0.159	0.083	0.11	0.079	0.276
0.158	0.082	0.11	0.079	0.275
0.158	0.082	0.109	0.079	0.274
0.157	0.082	0.109	0.078	0.273
0.157	0.082	0.109	0.078	0.272
0.156	0.081	0.108	0.078	0.271
0.202	0.081	0.108	0.078	0.27
3.516	1.862	2.031	1.832	4.95
14.013	5.239	6.123	5.241	16.431
17.673	4.81	5.671	4.669	15.163
13.782	3.995	4.747	3.709	12.485
9.966	3.137	3.768	2.779	9.735
7.128	2.421	2.943	2.062	7.519
5.191	1.878	2.311	1.552	5.877
3.884	1.478	1.84	1.195	4.68
2.989	1.184	1.491	0.942	3.799
2.36	0.965	1.228	0.76	3.139
1.906	0.8	1.028	0.626	2.635
1.701	1.601	1.916	1.791	5.906
1.589	2.808	3.43	3.658	12.398
1.353	2.467	3.032	3.181	10.975
1.166	2.13	2.628	2.635	9.281
1.019	1.804	2.236	2.1	7.6
0.899	1.508	1.881	1.648	6.143
0.799	1.256	1.577	1.296	4.974
0.714	1.048	1.327	1.032	4.067
0.644	0.881	1.123	0.834	3.367
0.585	0.746	0.959	0.686	2.823
0.53	0.639	0.826	0.573	2.397
0.484	0.552	0.719	0.486	2.059
0.444	0.482	0.631	0.418	1.789
0.407	0.425	0.559	0.365	1.572
0.376	0.377	0.498	0.321	1.392
1.158	0.406	0.522	0.421	1.49
7.902	5.877	6.724	2.575	7.464
18.928	15.524	18.88	5.907	19.689
18.892	12.213	15.118	5.152	17.506
13.898	8.253	10.375	4.057	13.913
9.763	5.479	7.002	3.04	10.597
6.907	3.752	4.872	2.266	8.066
5.017	2.677	3.524	1.716	6.245
3.756	1.984	2.643	1.33	4.94
2.895	1.52	2.045	1.054	3.992
2.289	1.197	1.623	0.854	3.286
1.851	0.965	1.317	0.705	2.75
1.525	0.794	1.089	0.591	2.334
1.331	0.805	1.083	0.537	2.115
1.193	0.87	1.162	0.505	2.01
1.028	0.752	1.008	0.441	1.766
0.897	0.657	0.881	0.389	1.565
0.79	0.58	0.778	0.345	1.397
0.701	0.516	0.693	0.31	1.255
0.624	0.462	0.621	0.279	1.134
0.563	0.417	0.561	0.251	1.03
0.51	0.379	0.509	0.23	0.943
0.46	0.345	0.465	0.212	0.869
0.423	0.314	0.424	0.195	0.801
0.387	0.287	0.388	0.181	0.742
0.355	0.263	0.356	0.166	0.687
0.328	0.241	0.327	0.152	0.638
0.304	0.221	0.301	0.142	0.597
0.283	0.202	0.276	0.134	0.558
0.262	0.187	0.255	0.126	0.526
0.241	0.173	0.235	0.118	0.496
0.259	0.195	0.259	0.136	0.528
0.259	0.208	0.276	0.133	0.53
0.248	0.196	0.26	0.114	0.481
0.236	0.184	0.245	0.102	0.439
0.226	0.17	0.228	0.093	0.414
3.105	4.09	4.518	5.058	11.732
12.299	12.447	14.657	17.472	44.714
15.686	11.217	13.416	16.494	43.137
12.437	7.952	9.653	10.66	29.757
9.162	5.422	6.692	6.685	19.861
6.651	3.762	4.718	4.353	13.673
4.896	2.699	3.437	2.982	9.82
3.69	2.004	2.589	2.141	7.33
2.852	1.536	2.008	1.599	5.652
2.258	1.208	1.597	1.235	4.475
1.825	0.973	1.297	0.979	3.623
1.503	0.799	1.073	0.795	2.99
1.256	0.667	0.902	0.657	2.507
1.067	0.566	0.769	0.553	2.133
0.918	0.487	0.665	0.473	1.838
0.799	0.423	0.58	0.409	1.602
0.7	0.37	0.509	0.356	1.405
0.615	0.325	0.449	0.313	1.243
0.549	0.288	0.4	0.276	1.109
0.493	0.256	0.358	0.247	0.995
0.441	0.231	0.323	0.221	0.899
0.402	0.21	0.292	0.198	0.813
14.12	4.395	4.725	4.57	9.222
62.469	29.789	33.025	27.636	64.4
67.104	43.285	50.987	38.246	106.811
37.054	23.459	28.528	20.943	63.826
20.633	12.531	15.666	11.192	36.402
73.615	41.182	45.939	47.544	109.075
199.26	86.936	101.928	114.446	282.353
148.908	53.322	64.863	71.819	192.592
72.621	25.863	32.163	31.254	90.666
52.304	18.834	23.233	20.989	61.138
36.438	15.798	19.639	16.395	49.635
22.111	11.767	14.581	11.288	35.217
20.113	9.891	12.29	8.229	27.122
27.677	7.325	9.136	5.508	18.919
27.674	5.327	6.696	3.815	13.539
19.797	3.82	4.852	2.734	9.949
14.486	3.819	4.705	4.165	11.364
38.134	23.626	26.13	21.435	51.06
91.11	48.795	57.303	40.166	111.497
76.741	29.344	35.566	25.62	75.927
55.894	19.078	23.221	16.065	48.58
63.757	21.047	25.237	16.042	47.805
51.001	20.139	24.546	15.046	47.279
29.29	12.745	15.804	9.882	32.2
17.335	8.573	10.735	7.897	24.403
18.085	9.433	11.392	9.548	26.732
28.811	13.286	15.826	11.177	32.639
28.643	12.841	15.44	9.894	30.819
20.346	9.433	11.457	7.385	23.476
16.121	15.346	17.3	7.466	23.993
61.521	60.493	67.578	36.157	97.739
150.987	83.337	99.726	74.716	210.736
114.501	43.397	53.801	52.012	145.626
97.785	30.923	38.237	40.21	112.041
135.939	27.299	34.288	33.375	101.255
97.268	16.344	20.838	18.47	59.75
45.927	9.766	12.662	10.333	35.424
28.107	20.834	23.461	9.509	32.922
127.878	78.662	87.769	43.279	115.906
299.945	93.594	111.043	88.534	231.443
189.118	46.281	56.929	59.682	156.976
105.61	51.713	60.174	78.544	178.879
229.601	155.526	177.355	177.195	434.845
317.592	166.38	201.609	150.175	445.187
170.25	68.479	86.077	57.426	188.464
65.109	27.471	35.628	23.133	81.385
30.278	13.46	17.845	11.477	42.234
16.588	7.632	10.275	6.577	24.952
10.178	4.789	6.518	4.161	16.127
6.766	3.279	4.489	2.839	11.168
5.088	2.394	3.291	2.048	8.157
4.364	1.785	2.465	1.531	6.15
3.595	1.374	1.904	1.182	4.783
2.847	1.087	1.511	0.937	3.816
2.305	0.88	1.226	0.76	3.11
1.9	0.725	1.013	0.628	2.581
1.589	0.608	0.851	0.528	2.178
1.346	0.518	0.726	0.45	1.863
1.152	0.446	0.626	0.387	1.611
0.995	0.388	0.545	0.336	1.403
3.247	0.997	1.199	0.822	2.362
12.46	5.064	5.731	5.092	11.889
19.827	9.34	10.957	10.489	26.588
27.645	13.051	14.981	14.051	35.585
44.679	32.31	37.05	23.669	64.87
42.183	40.282	48.56	23.155	71.423
25.881	22.026	27.402	13.858	44.975
15.865	11.988	15.318	8.252	27.899
10.183	7.085	9.262	5.174	18.182
6.898	4.54	6.044	3.446	12.524
4.904	3.104	4.19	2.42	9.044
3.629	2.232	3.045	1.776	6.785
2.776	1.67	2.296	1.35	5.25
2.182	1.289	1.784	1.056	4.167
1.754	1.022	1.421	0.846	3.379
1.437	0.827	1.155	0.692	2.789
1.196	0.683	0.957	0.575	2.339
1.011	0.573	0.805	0.487	1.99
0.866	0.488	0.687	0.417	1.715
0.748	0.42	0.592	0.359	1.489
0.649	0.363	0.515	0.313	1.304
0.569	0.316	0.45	0.278	1.159
4.416	6.856	7.521	4.655	11.273
16.07	19.574	22.912	14.429	38.605
19.458	15.446	18.47	12.994	35.709
14.713	10.022	12.227	8.822	25.372
10.585	7.012	8.662	7.201	19.965
14.334	6.615	8.134	8.599	22.183
26.145	6.421	7.992	8.501	22.804
26.056	4.8	6.027	6.145	17.135
17.754	3.604	4.567	4.416	12.842
11.829	2.735	3.498	3.194	9.691
8.058	2.188	2.809	2.619	7.894
34.742	50.624	57.842	63.553	181.556
99.735	104.662	130.419	117.042	417.484
83.949	45.214	58.488	40.93	167.337
41.972	19.897	26.481	16.749	73.067
22.333	10.431	14.162	8.642	38.552
13.169	6.201	8.529	5.148	23.083
8.46	4.024	5.583	3.365	15.076
5.802	2.783	3.885	2.346	10.487
4.182	2.021	2.833	1.717	7.651
3.135	1.524	2.144	1.304	5.794
2.425	1.185	1.671	1.02	4.521
1.924	0.944	1.335	0.817	3.616
1.558	0.768	1.088	0.667	2.952
1.284	0.636	0.903	0.555	2.454
1.077	0.536	0.762	0.47	2.072
0.915	0.457	0.651	0.401	1.773
0.786	0.393	0.561	0.346	1.53
0.677	0.34	0.487	0.301	1.333
0.59	0.297	0.427	0.263	1.172
0.521	0.259	0.375	0.231	1.038
0.459	0.23	0.334	0.205	0.925
0.415	0.347	0.453	0.679	1.639
1.014	1.41	1.66	2.712	5.661
2.523	2.804	3.386	4.314	9.975
3.086	2.636	3.196	3.842	9.259
5.29	4.589	5.367	6.384	15.168
42.347	14.136	16.266	25.224	53.89
116.752	32.225	37.572	55.268	124.14
96.714	34.233	41.65	46.429	121.577
47.663	19.166	23.966	22.534	65.739
28.856	11.507	14.642	12.777	39.429
24.094	9.421	11.969	9.471	29.792
18.865	8.195	10.512	7.2	23.28
12.821	5.76	7.462	4.953	16.472
8.934	4.156	5.429	3.534	12.033
6.389	3.058	4.028	2.593	9.023
4.696	2.295	3.047	1.95	6.922
5.191	1.812	2.41	1.649	5.703
8.109	2.339	2.959	2.44	7.237
8.758	3.117	3.934	3.498	10.101
7.083	2.637	3.341	3.081	8.873
5.622	2.191	2.785	2.551	7.442
4.421	1.812	2.313	2.079	6.185
3.481	1.492	1.916	1.678	5.111
2.763	1.229	1.589	1.353	4.224
2.22	1.017	1.324	1.096	3.509
10.171	3.172	3.725	3.333	8.64
43.085	26.392	29.541	23.339	61.968
60.948	52.381	62.105	46.633	141.951
41.046	33.557	41.341	32.648	105.605
23.5	17.488	22.17	17.632	59.655
14.14	9.759	12.676	9.766	34.71
9.103	5.973	7.911	5.907	21.825
6.221	3.938	5.294	3.852	14.646
4.463	2.749	3.738	2.665	10.35
3.329	2.007	2.753	1.932	7.622
2.562	1.518	2.096	1.453	5.805
2.023	1.182	1.641	1.126	4.544
1.631	0.942	1.314	0.895	3.641
1.355	0.84	1.16	0.75	3.052
1.149	0.788	1.083	0.649	2.654
0.973	0.665	0.916	0.544	2.241
0.833	0.568	0.784	0.463	1.916
0.718	0.49	0.678	0.399	1.658
0.623	0.428	0.593	0.346	1.448
0.546	0.377	0.524	0.303	1.272
0.482	0.334	0.465	0.264	1.124
0.425	0.297	0.415	0.235	1.004
1.003	0.532	0.663	1.123	2.436
2.662	1.114	1.338	3.888	7.43
3.438	1.344	1.618	5.078	9.902
3.14	1.25	1.508	4.315	8.882
2.784	1.133	1.369	3.395	7.431
2.413	1.01	1.223	2.586	6.005
2.061	0.889	1.08	1.976	4.829
1.75	0.776	0.947	1.529	3.905
1.485	0.674	0.827	1.203	3.192
1.265	0.585	0.722	0.963	2.641
1.082	0.509	0.632	0.783	2.213
0.931	0.445	0.556	0.646	1.878
0.805	0.391	0.492	0.54	1.611
0.703	0.345	0.438	0.457	1.398
0.617	0.305	0.39	0.392	1.225
0.544	0.271	0.349	0.338	1.082
0.478	0.241	0.313	0.294	0.958
0.426	0.212	0.279	0.257	0.857
0.382	0.19	0.252	0.226	0.77
0.341	0.171	0.23	0.199	0.696
0.306	0.155	0.207	0.176	0.63
0.274	0.137	0.186	0.157	0.572
0.246	0.126	0.172	0.14	0.526
0.223	0.112	0.156	0.128	0.486
0.204	0.102	0.144	0.115	0.443
0.184	0.094	0.134	0.104	0.409
0.162	0.086	0.125	0.096	0.381
0.143	0.078	0.115	0.087	0.357
0.13	0.074	0.109	0.075	0.333
0.114	0.067	0.102	0.064	0.307
0.106	0.061	0.095	0.06	0.29
0.099	0.055	0.088	0.057	0.273
0.095	0.052	0.083	0.053	0.261
0.091	0.05	0.08	0.05	0.251
0.087	0.049	0.078	0.048	0.239
0.084	0.047	0.076	0.044	0.225
0.082	0.046	0.074	0.043	0.219
0.078	0.043	0.071	0.041	0.213
0.075	0.04	0.066	0.038	0.206
0.074	0.038	0.063	0.036	0.201
0.072	0.036	0.061	0.035	0.197
0.071	0.036	0.06	0.035	0.193
0.069	0.035	0.059	0.034	0.189
0.066	0.034	0.057	0.033	0.184
0.065	0.034	0.056	0.031	0.18
0.064	0.033	0.055	0.03	0.177
0.063	0.033	0.054	0.03	0.173
0.062	0.032	0.053	0.029	0.169
0.06	0.032	0.053	0.029	0.166
0.059	0.031	0.052	0.029	0.164
0.058	0.031	0.051	0.029	0.162
0.057	0.031	0.051	0.028	0.16
0.056	0.03	0.05	0.028	0.157
0.055	0.03	0.05	0.028	0.155
0.054	0.03	0.049	0.028	0.153
0.053	0.03	0.049	0.028	0.151
0.053	0.029	0.048	0.027	0.15
0.052	0.029	0.048	0.027	0.149
0.052	0.029	0.047	0.027	0.147
0.052	0.028	0.047	0.027	0.146
0.051	0.028	0.046	0.027	0.145
0.051	0.028	0.046	0.026	0.144
0.051	0.028	0.046	0.026	0.142
0.05	0.027	0.045	0.026	0.141
0.05	0.027	0.045	0.026	0.14
0.05	0.027	0.045	0.026	0.139
0.049	0.027	0.045	0.026	0.139
0.049	0.027	0.044	0.025	0.138
0.049	0.027	0.044	0.025	0.137
0.048	0.026	0.044	0.025	0.136
0.048	0.026	0.044	0.025	0.135
0.048	0.026	0.043	0.025	0.135
0.048	0.026	0.043	0.025	0.134
0.048	0.026	0.043	0.025	0.133
0.047	0.026	0.043	0.024	0.133
0.047	0.025	0.042	0.024	0.132
0.047	0.025	0.042	0.024	0.132
0.047	0.025	0.042	0.024	0.131
0.047	0.025	0.042	0.024	0.131
0.046	0.025	0.042	0.024	0.13
0.046	0.025	0.044	0.024	0.162
0.046	0.025	0.044	0.024	0.186
0.046	0.025	0.043	0.024	0.183
0.045	0.025	0.043	0.024	0.18
0.045	0.025	0.043	0.023	0.177
0.045	0.024	0.043	0.023	0.174
0.045	0.024	0.043	0.023	0.171
0.045	0.024	0.041	0.023	0.168
0.045	0.024	0.041	0.023	0.166
0.044	0.024	0.04	0.023	0.164
0.044	0.024	0.04	0.023	0.162
0.044	0.024	0.04	0.023	0.161
0.044	0.024	0.042	0.023	0.173
0.064	0.024	0.043	0.023	0.189
0.057	0.024	0.045	0.023	0.19
0.046	0.024	0.044	0.023	0.187
0.044	0.023	0.044	0.022	0.184
0.044	0.023	0.044	0.022	0.18
0.043	0.023	0.043	0.022	0.177
0.043	0.023	0.043	0.022	0.175
0.042	0.023	0.043	0.022	0.173
0.042	0.023	0.043	0.022	0.17
0.042	0.023	0.042	0.022	0.168
0.042	0.023	0.042	0.022	0.166
0.042	0.023	0.042	0.022	0.164
0.042	0.023	0.042	0.022	0.162
0.041	0.023	0.041	0.022	0.16
0.041	0.022	0.041	0.021	0.157
0.041	0.022	0.041	0.021	0.155
0.041	0.022	0.041	0.021	0.153
0.041	0.022	0.04	0.021	0.151
0.041	0.022	0.04	0.021	0.149
0.041	0.022	0.04	0.021	0.148
0.041	0.022	0.04	0.021	0.146
0.04	0.022	0.04	0.021	0.145
0.04	0.022	0.04	0.021	0.144
0.04	0.022	0.04	0.021	0.143
0.04	0.022	0.039	0.021	0.141
0.04	0.022	0.039	0.021	0.14
0.04	0.022	0.039	0.021	0.139
0.04	0.022	0.038	0.021	0.138
0.039	0.021	0.038	0.021	0.136
0.039	0.021	0.038	0.02	0.135
0.039	0.021	0.038	0.02	0.134
0.039	0.021	0.038	0.02	0.133
0.039	0.021	0.038	0.02	0.132
0.039	0.021	0.037	0.02	0.131
0.039	0.021	0.036	0.02	0.13
0.039	0.021	0.036	0.02	0.129
0.038	0.021	0.036	0.02	0.128
0.038	0.021	0.036	0.02	0.127
0.038	0.021	0.036	0.02	0.126
0.038	0.021	0.036	0.02	0.126
0.038	0.021	0.036	0.02	0.125
0.038	0.02	0.036	0.02	0.124
0.038	0.02	0.035	0.02	0.124
0.038	0.02	0.035	0.02	0.123
0.037	0.02	0.035	0.02	0.122
0.037	0.02	0.035	0.02	0.121
0.037	0.02	0.035	0.019	0.12
0.037	0.02	0.035	0.019	0.12
0.09	0.089	0.112	0.065	0.238
0.075	0.108	0.138	0.035	0.202
0.045	0.1	0.129	0.021	0.158
0.039	0.093	0.122	0.019	0.139
0.038	0.081	0.109	0.019	0.133
0.037	0.067	0.092	0.019	0.128
0.037	0.056	0.079	0.019	0.124
0.037	0.047	0.07	0.019	0.12
0.037	0.037	0.059	0.019	0.119
0.036	0.032	0.053	0.019	0.117
0.036	0.03	0.051	0.019	0.116
0.036	0.027	0.047	0.019	0.115
0.036	0.022	0.041	0.019	0.115
0.036	0.021	0.039	0.019	0.115
0.036	0.021	0.039	0.019	0.114
0.035	0.021	0.038	0.019	0.114
0.035	0.02	0.038	0.019	0.113
0.035	0.02	0.037	0.018	0.113
0.035	0.02	0.037	0.018	0.112
0.035	0.019	0.037	0.018	0.112
0.086	0.019	0.037	0.018	0.112
0.216	0.276	0.324	0.118	0.393
0.292	0.613	0.749	0.204	0.736
0.266	0.589	0.724	0.192	0.707
0.235	0.562	0.693	0.181	0.676
0.208	0.531	0.657	0.172	0.648
0.191	0.496	0.616	0.163	0.621
0.175	0.458	0.571	0.155	0.593
0.163	0.418	0.525	0.147	0.563
0.153	0.379	0.478	0.139	0.535
0.401	0.489	0.597	0.236	0.716
0.892	0.669	0.816	0.434	1.155
1.102	0.636	0.779	0.497	1.268
1.045	0.574	0.707	0.467	1.199
1.01	0.746	0.898	0.704	1.841
0.978	0.991	1.209	1.064	3.078
0.903	0.897	1.101	0.986	2.9
0.826	0.807	0.994	0.899	2.68
0.752	0.722	0.893	0.806	2.446
0.681	0.642	0.799	0.714	2.206
0.644	0.569	0.712	0.626	1.973
0.635	0.502	0.633	0.545	1.756
0.594	0.443	0.562	0.474	1.56
0.538	0.392	0.5	0.413	1.387
0.486	0.348	0.447	0.36	1.235
0.483	1.006	1.16	2.163	4.156
3.826	9.392	10.504	14.019	29.268
13.383	20.192	23.956	24.779	62.471
16.247	14.746	17.848	17.003	46.546
12.688	9.345	11.543	10.061	29.627
9.237	5.962	7.514	6.133	19.183
6.644	3.98	5.11	3.973	13.072
4.85	2.786	3.638	2.724	9.354
3.626	2.033	2.693	1.958	6.967
2.78	1.534	2.058	1.462	5.358
2.181	1.191	1.614	1.126	4.228
1.746	0.946	1.294	0.889	3.409
1.422	0.766	1.056	0.717	2.797
1.175	0.631	0.876	0.588	2.331
0.985	0.528	0.736	0.491	1.969
0.837	0.447	0.627	0.415	1.684
0.718	0.382	0.539	0.353	1.454
0.618	0.328	0.466	0.303	1.261
0.534	0.283	0.405	0.263	1.105
0.467	0.246	0.354	0.227	0.973
0.412	0.214	0.311	0.199	0.864
86.072	12.422	13.092	11.249	23.442
303.089	50.759	57.01	51.386	121.039
215.852	48.911	57.624	52.606	140.397
82.016	24.923	30.301	25.688	75.37
36.135	12.994	16.239	12.871	40.613
19.112	7.523	9.633	7.254	24.266
11.437	4.76	6.217	4.511	15.807
7.455	3.222	4.275	3.02	10.971
5.17	2.295	3.085	2.136	7.983
3.757	1.702	2.311	1.577	6.025
2.832	1.303	1.784	1.204	4.682
2.197	1.024	1.411	0.944	3.726
1.746	0.822	1.14	0.757	3.025
1.423	1.07	1.373	1.563	4.161
79.037	70.648	75.645	79.012	161.985
375.523	225.422	260.726	220.318	566.205
372.744	154.332	190.232	134.023	407.998
168.542	52.172	67.122	43.406	148.5
102.346	46.535	56.119	35.349	106.56
163.874	95.106	111.4	87.578	228.419
